14,234,186,0,4,2,236,75,0,0,0
0,0,0,215,30,25,0,11,131,73,190
45,0,1,1,60,2,19,1,7,0,24
7,5,5,0,6,0,37,0,0,0,3
20,24,2,0,8,1,36,2,2,3,1
11,0,0,26,43,73,0,8,70,73,13
0,0,0,0,2,1,0,0,5,2,26
108,40,18,1,10,4,182,62,1,0,0
22,44,307,25,30,167,46,281,1,0,0
0,0,0,0,6,0,0,0,1,38,142
