2,3,183,0,0,0,0,1,14
0,33,1,216,588,48,188,59,0
0,0,140,0,0,1,0,0,7
0,5,245,28,2,19,1,2,70
0,0,19,0,0,0,0,0,0
0,3,75,4,0,4,3,55,233
73,120,91,165,19,142,38,226,188
75,521,43,6,71,0,238,141,13
2,10,341,0,0,0,0,7,151
0,0,0,0,0,28,0,0,0
